dow,lake_name,between,degree
56158700,horseshoe,3247,4854
29003400,upper bass,6514,4854
56064200,unnamed,5941,4856
60030000,unnamed,6332,4856
56044700,jones,6781,4856
56085400,john,7815,4856
50000200,east side,2740,4860
15031500,unnamed,4646,4860
11037000,round,5869,4860
44021700,unnamed,5980,4860
16045800,town,1899,4864
18001200,unnamed,3883,4865
31122600,unnamed,8490,4865
31070700,rice,4394,4867
31055300,unnamed,9042,4867
3019100,oelfke,4722,4869
69020200,dark,4966,4870
31038100,unnamed,7158,4870
11054500,unnamed,1565,4872
31042000,pickerel,6538,4872
27005100,victoria,1111,4874
2014300,unnamed,2428,4874
27010300,lost,425,4876
52001500,sand,1894,4876
34011400,carlson,3102,4876
3011000,unnamed,7225,4876
29001300,mary,2124,4880
38011700,van,2363,4880
56090900,unnamed,6197,4880
38079500,sauna,2155,4883
21011500,buckskin,6550,4883
27016100,dickey's,630,4885
4029100,unnamed,3154,4885
31032800,elbow,4191,4887
38046300,pelt,5877,4887
29001200,spring,2214,4889
3111300,iron corner,6370,4889
73006500,stommes,6376,4889
26015300,briggs,1181,4892
66005100,willing,2595,4892
15031600,unnamed,4611,4892
18019600,square,4718,4892
77016600,twin island,2182,4896
1006600,porcupine,1279,4897
11089200,million,3824,4898
69005700,kangas,4596,4899
69031400,foss,6797,4899
38006900,hazel,986,4901
18014100,fuchs,6623,4901
38072300,astray,1518,4903
86027000,unnamed,6008,4904
56099600,unnamed,5102,4905
56001100,unnamed,7214,4905
33010900,unnamed,336,4907
29004700,becker,3772,4908
31057800,clarke,4323,4908
31009900,rosholt,7083,4908
38070200,bruin,4921,4911
29014100,douglas,1952,4912
82012000,benz,6722,4912
86021600,abbey,3321,4914
56058100,unnamed,5459,4914
69009700,nightengale,1550,4916
31048600,white porky,2565,4916
38005600,fulton,4259,4916
10000500,courthouse,7226,4916
11034000,peewee,2531,4920
56001700,graven,6392,4920
31004100,rock,8100,4920
15003600,gust anderson,1862,4923
38032400,bow,2792,4923
56029000,unnamed,4663,4923
16029300,state,2457,4926
56008500,unnamed,3705,4926
8001300,domeier,2989,4928
77000600,little mound,4104,4928
38006700,organ,2886,4930
61049600,unnamed,3476,4931
11035900,island,4427,4931
56017500,unnamed,7330,4931
31044800,skeeter,4358,4934
38036600,gerund,1313,4935
25001600,larson,3512,4936
56039200,unnamed,5977,4936
21027600,solem,3130,4938
60010800,unnamed,7441,4939
73031200,unnamed,4152,4940
33000500,thirteen,1093,4941
11085000,unnamed,5489,4941
60004500,unnamed,6511,4943
2004000,ryan,6908,4943
9000600,blackhoof,7230,4945
60003000,unnamed,7675,4946
49009400,larson,5579,4947
31091100,hamrey,7487,4947
29020000,layden,1549,4949
4021800,unnamed,3525,4949
56065100,larson,4119,4949
31031000,unnamed,2449,4952
30002000,krans,2731,4952
4006000,fagen,4545,4954
3105500,unnamed,5214,4954
11041800,clear,5460,4954
56106200,unnamed,5648,4954
11015000,tamarack,5679,4954
69000500,alruss,7026,4959
56026100,unnamed,7322,4959
11062900,stump,8715,4959
29055900,unnamed,2960,4962
69086800,boot,649,4963
66000700,faribault,2672,4963
18043200,unnamed,3816,4963
31077000,upper hatch,3305,4966
60021600,unnamed,6317,4966
4014400,unnamed,6698,4968
31060700,green,1374,4969
11009500,taylor,5339,4969
44013300,unnamed,3590,4971
56001400,mud,3383,4972
11087600,unnamed,6879,4972
31027700,ross,7701,4972
61008400,unnamed,4458,4975
1023800,killroy,4653,4975
12004500,unnamed,5533,4977
18025700,east twin,6498,4977
56013500,unnamed,7074,4977
21044200,unnamed,3267,4980
11020600,unnamed,5268,4980
31018000,mead,4030,4982
3111500,mikenna,5699,4982
56015900,long,4181,4984
38079700,pakwene,3600,4985
56010500,unnamed,7162,4985
31052000,little neck,5240,4987
9000700,spring,5884,4988
15000900,bohall,6206,4988
75026700,unnamed,7375,4988
71013500,unnamed,6764,4991
69008400,sletten,2068,4992
10021800,unnamed,3160,4992
31030300,o'donnell,3548,4992
56084900,unnamed,3576,4992
38089200,unnamed,1799,4996
16061500,prayer,2689,4997
77003700,jacobs,8018,4997
31048700,lum,8202,4997
4027000,emerald,4133,5000
27001700,cemetery,2023,5001
69018400,robin,6342,5001
61020200,unnamed,1527,5003
31041200,willeys,7777,5003
17001700,unnamed,2086,5005
69087700,stingy,7100,5006
69045700,nigh,2294,5007
49000700,skunk,3411,5008
31041900,charlie,2827,5009
21031600,unnamed,4254,5010
56013600,unnamed,7790,5010
3025400,youman,8581,5012
56084600,iverson,2745,5013
21027900,unnamed,5024,5013
31099800,unnamed,7007,5013
18002600,bassett,2304,5016
31003600,moose,5741,5016
69028600,pickerel,3710,5018
11046900,anway,983,5019
60031500,unnamed,8085,5019
86015500,unnamed,4148,5021
38083800,labrador pond,1979,5022
61014800,unnamed,4388,5022
49003800,star,7358,5024
14006800,unnamed,3385,5025
3053500,berseth,5936,5025
29027900,lower camel,1989,5027
10004600,church,2265,5028
29027600,upper camel,2993,5028
70003700,unnamed,2606,5030
60013000,store,6016,5030
3025000,big rock,7068,5032
56015300,unnamed,4316,5033
1022800,unnamed,1070,5034
11082000,first perch,8900,5034
38084200,island river,3609,5036
10008500,unnamed,4210,5036
56135000,unnamed,4302,5038
69093400,pickerel,4443,5039
69039500,mud hole,7728,5039
1010800,langs,2621,5041
11046100,tripp,8173,5041
29017600,unnamed,2082,5043
77006400,loon,6677,5043
8001600,juni,4263,5045
1002600,little sheriff,4882,5045
21009800,bjork marsh,4713,5047
56085300,unnamed,7931,5048
1000400,dutch,788,5049
31079200,goodman,5332,5049
44006800,unnamed,919,5051
31071100,lang,1794,5051
75016500,unnamed,361,5053
11037200,tower,3309,5054
31018800,tank,8851,5054
11024000,stony,3137,5056
16022100,carl,3332,5056
46013000,little twin,518,5058
11039800,four-one-eight,6349,5058
11052000,unnamed,6821,5058
31093600,little dixon,8461,5058
3060500,unnamed,3158,5062
16067200,leak,1435,5063
56162900,archie,5271,5063
14004200,rollag,6290,5063
16023600,lac,1168,5066
3018400,alvin,4651,5066
27019500,unnamed,7349,5066
38072100,lark,1994,5069
18055500,unnamed,3358,5070
77013000,moonshine,5494,5070
73025300,hartnett,2315,5072
60028400,unnamed,6239,5072
1008100,oxbow,1220,5074
29035900,unnamed,2147,5074
38047300,benezie,2383,5074
1019200,olds,6094,5074
11004900,unnamed,6287,5074
38028500,swamp,5809,5079
4002900,norman,7295,5079
1036100,unnamed,2777,5081
18035000,unnamed,6825,5081
21018800,unnamed,7159,5081
69075900,wiyapka,2355,5084
15001100,deer park,5503,5085
69040200,stroud,5294,5086
34022100,unnamed,5702,5086
21037100,horseshoe,7309,5086
69066200,silver,6255,5089
69021900,jig,6165,5090
31090500,lower twin,8327,5090
27017200,whiteford,531,5092
16047500,pancore,1964,5092
86029200,unnamed,3186,5092
18019200,slough,5690,5092
26005400,unnamed,2642,5096
56051200,sunfish,2965,5096
56051600,warner,6051,5098
56043900,unnamed,6609,5098
38044600,sapphire,2913,5100
11081700,unnamed,8189,5100
49001100,christmas,1185,5102
4032400,frisby,2554,5102
16075200,bat,2702,5102
15017500,myrtle,3362,5105
11063300,deer,4486,5106
48001500,brown,3348,5107
69033400,agawato,4726,5107
27006100,champlin mill pond,295,5109
29007000,unnamed,4926,5109
66010200,unnamed,3981,5111
77006000,stumpy,6761,5112
38001100,agamok,2064,5113
56052800,tee,4539,5113
15004700,kings,4781,5113
49012100,north twin,5456,5113
11044800,unnamed,5256,5117
21047000,unnamed,5281,5117
16000500,speckled trout,578,5119
34015700,unnamed,4886,5119
31030400,link,8131,5119
11013200,tobique,8397,5119
31001200,unnamed,5221,5123
44018900,sedivy,6086,5123
56165000,unnamed,3623,5125
56021800,roman,4775,5126
14008200,unnamed,8581,5127
16017600,marshall,5913,5128
38050000,solitude,4825,5129
36000400,pocquette,5485,5129
29003700,unnamed,5486,5129
31073200,figure eight,7143,5129
4009100,unnamed,6994,5133
16080400,north wigwam,1583,5134
16072500,jerry,3415,5134
62004900,langton,545,5136
15002300,dahlberg,4660,5136
3047400,dart,6169,5136
1028600,unnamed,6372,5136
11047000,thirty-four,5535,5140
4013300,little gnat,6453,5140
60019100,budahl,8115,5140
21037300,unnamed,7327,5143
82014200,unnamed,1607,5144
15001500,little elk,3666,5144
16056300,iris,3697,5144
31006500,spring,8618,5144
3036400,glawe,3406,5148
31093900,skimerhorn,8404,5148
69043300,neff,7557,5150
1016600,carlson,2693,5151
61014200,swan,1483,5152
1027800,unnamed,5425,5152
14006600,unnamed,7788,5152
21055000,unnamed,8546,5152
16020800,shoko,1976,5156
11021500,bass,1312,5157
3069500,unnamed,6625,5157
73013500,sand,8479,5157
58006300,lords,5937,5160
31008300,hudson,8260,5160
62002200,unnamed,761,5162
73035600,unnamed,8381,5162
51013900,unnamed,495,5164
82016200,shields,1216,5164
18072700,unnamed,888,5166
6009200,walter,626,5167
15042200,unnamed,4239,5167
61041200,unnamed,5288,5167
16051600,java,2754,5170
4009300,unnamed,6981,5170
16051800,clam,2349,5172
9000300,graham,2674,5173
62014100,beam pond,1336,5174
60005500,perch,4076,5174
56126800,unnamed,5495,5174
75002500,north baker,6068,5174
69088100,unnamed,5528,5178
27004100,edina mill pond,254,5179
16041200,upper cone,4947,5179
11027100,pancake,3654,5181
44012800,circle,4317,5181
11005500,pavelgrit,7160,5181
11045200,second perch,8281,5181
61043900,unnamed,1788,5185
31069100,burr,3236,5186
18069700,unnamed,4484,5187
11046700,ten,5160,5187
10004700,kelser's pond,5805,5187
86029000,mead,5967,5187
86036700,unnamed,3210,5191
69067200,unnamed,4746,5191
71012800,unnamed,8716,5191
11008300,tamarack,4986,5194
31084900,spruce,8581,5194
29025300,unnamed,3854,5196
31013200,mcgrady,4363,5196
21027100,samuelson,6134,5196
38054800,wilbar,7266,5199
15017800,kirk,7721,5199
56091100,unnamed,4618,5201
31084800,wirt,7805,5201
55000300,silver,990,5203
49009700,beauty,2318,5203
60019700,unnamed,5084,5203
31013300,unnamed,5878,5203
21029000,anderson,7006,5203
16040800,squire,1735,5208
56067700,nelson,4377,5208
21036600,unnamed,4972,5208
15017400,allen,6089,5208
11087500,weed,6467,5208
38047800,museum,7430,5213
16034500,tomash,2416,5214
69004000,george,4234,5214
38045900,diana,7341,5214
3011900,unnamed,3822,5217
29020400,unnamed,7268,5218
4038400,unnamed,8411,5218
29003000,camp 1,2630,5220
69004700,black mallard,8035,5220
75016700,unnamed,985,5222
15022900,unnamed,3513,5222
21013800,unnamed,5258,5222
18008600,unnamed,6540,5222
16072200,ecstasy,2978,5226
15017300,wettersten,1787,5227
31071200,cemetery,4805,5227
21023800,hoakenson,5885,5229
18015000,jinks,7858,5230
31040300,bosley,2875,5231
69001400,ruth,3457,5231
49012200,south twin,2539,5233
4026100,mccall,3480,5233
56131800,unnamed,5019,5233
27008200,windsor,342,5236
69035700,pekan,8807,5236
29010300,unnamed,4190,5238
55006400,kalmar reservoir 7,5012,5238
9002000,crystal,5965,5238
9007300,unnamed,7179,5241
56018100,unnamed,8368,5241
17002500,unnamed,275,5243
4004600,mission,4983,5243
15015800,wilmoe,3420,5245
56064500,unnamed,4797,5245
11014000,mcginty,6079,5245
73008400,unnamed,8942,5245
11014100,charles,6698,5249
1005200,little red horse,629,5250
18021400,andrews,5091,5250
56143300,unnamed,7844,5250
61003500,unnamed,3001,5253
11006400,unnamed,3573,5253
31086500,amik,6304,5253
69056100,sayer,4291,5256
14009000,solwald,6208,5257
56070600,wolf,5714,5258
38062600,washte,5761,5258
18043300,unnamed,7032,5258
31022600,little diamond,8093,5258
25000600,brunner,4864,5262
4031100,fairbanks,5066,5262
18029000,wolf,4923,5264
58000800,cranberry,7742,5264
56028300,unnamed,5433,5266
18026200,cranberry,5644,5266
15005200,schoolhouse,6009,5266
56052000,pleasant,7795,5266
49009200,bass,7906,5266
56063100,rosvold,5647,5271
11037500,surprise,8161,5271
18029500,unnamed,5007,5273
18055000,unnamed,6184,5273
3007400,unnamed,7653,5273
38071700,kamimela,3440,5276
46004800,murphy,1048,5277
76015900,small henry,1617,5277
1004400,tiesen,1851,5277
29019400,unnamed,5050,5277
31083000,beaver,6061,5277
1014300,perry,6007,5282
69012400,lost,6154,5283
11066600,jokela,6868,5284
29024000,lilypad,1983,5285
69028000,gafvert,2374,5285
56036500,little rose,8002,5285
27007700,mccoy,1274,5288
4028400,burt,1434,5288
11025600,unnamed,3083,5288
29004600,unnamed,3678,5288
26004700,elk,2984,5292
13008900,unnamed,3929,5292
31005600,washington,8256,5292
16024600,east otter,2814,5295
11052800,unnamed,3142,5295
3001800,twin,7563,5297
58007400,johnson,8136,5297
27015300,ardmore,804,5299
11051500,high bank,7207,5299
18072600,unnamed,3760,5301
4026300,unnamed,4283,5301
11078000,unnamed,6193,5301
86024700,unnamed,3363,5304
77005100,hudallah,7417,5305
31078300,elbow,8807,5305
27009900,"camelot, lake",892,5307
9001800,hizer,2667,5307
56120300,unnamed,4604,5307
31076900,twin,6037,5307
31076000,mcdonald,2027,5311
3033000,unnamed,2170,5311
11097500,unnamed,8462,5311
18072200,unnamed,5678,5314
44014900,unnamed,7718,5314
11053100,bobolink,2221,5316
15017900,pickard,3626,5316
16010900,mush,3802,5316
4037100,unnamed,5357,5316
60005900,unnamed,6425,5316
11081400,unnamed,6524,5316
38058900,mirror,1947,5322
18051500,unnamed,3191,5322
31045600,alice,3148,5324
86023600,unnamed,5148,5324
56014300,unnamed,5216,5324
31044500,day,2973,5327
60013900,unnamed,6774,5327
69053900,bear,7606,5327
31007900,unnamed,8794,5327
27068100,grass,333,5331
38080600,wabosons,4833,5331
56048700,unnamed,5975,5331
69011000,valley,6275,5331
26020000,unnamed,995,5335
56052400,unnamed,4681,5335
9011600,unnamed,6075,5337
4004000,blue sky,6782,5337
44015900,eastland,4874,5339
80003600,unnamed,2977,5340
29020600,buck,4433,5340
29027800,unnamed,1597,5342
21054200,unnamed,5042,5342
18072300,unnamed,1903,5344
38007900,watonwan,2280,5344
56030100,sunset,5497,5344
27007500,school,380,5347
29036400,unnamed,4686,5347
16054000,little copper,5802,5347
69077900,unnamed,7784,5347
69070600,clover,8483,5347
58006100,unnamed,4951,5352
31021100,unnamed,5277,5352
43010500,popp slough,8416,5352
38023200,nipisiquit,568,5355
69037700,falls,4479,5355
29026700,lower mud,7655,5355
82007900,elwell,3340,5358
26033300,unnamed,2848,5359
11033800,unnamed,5534,5359
38027200,katydid,7334,5359
16076900,ray,7414,5359
21009900,unnamed,6475,5363
77002000,molly,7697,5363
29004000,unnamed,6670,5365
69041000,washusk #2,2799,5366
31006400,unnamed,6732,5366
27009100,wing,561,5368
3059700,unnamed,6477,5368
11046200,wegwos,8509,5370
21049200,unnamed,2776,5371
31059500,little cottonwood,5573,5371
18060200,unnamed,6402,5371
11098200,unnamed,7388,5371
60006200,fish,8183,5371
56102200,alfred,5448,5376
69030900,buckshot,5469,5376
69051900,side (bowman),4310,5378
31024300,unnamed,6972,5378
18031300,henry,3067,5380
58001300,greigs,5764,5380
3006000,otter,6076,5382
29056100,unnamed,7326,5382
11019600,aultman,2083,5384
71000300,kliever marsh,5111,5384
9006600,long,3044,5386
16061600,devils elbow,1624,5387
38029900,jupiter,5882,5387
11093800,unnamed,8455,5389
18070000,unnamed,2472,5390
69098700,bird,7425,5391
38026400,green wing,8005,5391
15009800,collier,519,5393
1004300,unnamed,1025,5393
16039700,cam,4585,5393
15041400,unnamed,4630,5393
29052100,unnamed,7267,5393
18071100,unnamed,7959,5393
31052100,unnamed,5090,5399
75008800,unnamed,2268,5400
18024800,lake,6062,5400
69039200,apple,2988,5402
69020400,fox,5299,5402
3006300,peninsula,7846,5402
26037300,unnamed,1056,5405
9001100,lac la belle,3776,5405
16027000,bull,5348,5405
4045200,unnamed,8581,5408
18064000,arla's pond,5168,5409
73014300,meyers,5461,5409
16007600,north shady,2406,5411
56016400,unnamed,4882,5411
31026100,beaver,6522,5411
26005000,kenny,1018,5414
11052300,erin,3213,5414
56100300,unnamed,4528,5414
18071500,unnamed,4872,5414
10002100,kelly,4318,5418
38071600,jewell,3699,5419
18035300,mud,3924,5419
58008300,second,7137,5419
60014400,breeze,7509,5419
18042800,unnamed,8275,5419
86007400,unnamed,8782,5419
16038500,fleck,1710,5425
4055200,unnamed,4802,5425
18037000,little cranberry,1381,5427
56100000,unnamed,2398,5427
82013500,unnamed,1805,5429
31053700,charlotte,2893,5429
31052200,la barge,7937,5429
15009400,unnamed,1832,5432
39000500,lost,1953,5432
16041300,ida,5632,5432
69034600,ferello,3353,5435
29027200,sibilant,4632,5435
29027100,unnamed,4766,5435
18030300,boiler,4929,5435
77009100,feucht,7290,5435
15041000,unnamed,2051,5440
29045600,unnamed,4652,5440
4012600,unnamed,7144,5440
61004700,sather,4346,5443
61018900,unnamed,4225,5444
18070300,unnamed,5496,5444
18026500,command,6409,5444
11049200,faherty,6687,5444
56093700,seim,3175,5448
50000400,ramsey mill pond,3635,5448
31014200,unnamed,7947,5448
16007200,bean,2920,5451
56007300,mud,4739,5451
9001900,munson,3778,5453
31034700,spruce,6434,5453
18017200,thompson,6221,5455
11075300,unnamed,6952,5455
6000400,unnamed,1153,5457
15017700,unnamed,5792,5457
38082400,unnamed,6063,5457
18070500,unnamed,6463,5457
11077800,unnamed,8716,5457
31076100,alp,3118,5462
18068000,unnamed,7890,5462
73006600,unnamed,8581,5462
19004600,dickman,2375,5465
16003200,otter,3638,5465
3014300,unnamed,7238,5465
31051900,unnamed,8064,5465
11039200,spruce,7254,5469
4005700,nelson,7396,5469
31033200,little bass,8318,5469
61001100,unnamed,1079,5472
3045800,mckenzie,5483,5472
34013200,unnamed,6610,5472
16022200,jackal,1681,5475
69014800,mud,1881,5475
18028600,art,2505,5475
60032800,unnamed,4476,5475
29028500,unnamed,3256,5479
11039300,bag,5393,5480
56063300,unnamed,5545,5480
14008500,unnamed,5768,5480
3005600,unnamed,7767,5480
82046400,unnamed,1753,5484
11057400,crooked,5756,5484
30019500,nelson marsh,996,5486
29025500,bunness,3533,5486
19007500,schultz,4680,5486
86006700,first,5017,5486
69038600,little beartrack,5659,5486
26004800,lower elk,5968,5486
58002800,little tamarack,2926,5492
3100400,unnamed,3356,5492
18068200,unnamed,4282,5492
56004800,unnamed,7480,5492
27008800,minnetoga,402,5496
38065200,driller,2391,5496
29042100,unnamed,7233,5496
29050500,unnamed,774,5499
56015800,unnamed,3373,5499
69077400,little mcquade,5897,5499
31073000,shorty,8986,5499
11097900,unnamed,3281,5503
56028800,unnamed,4977,5503
31088600,eel,5130,5503
69062900,correction,5744,5503
15005500,tiny,6024,5503
82003800,unnamed,2301,5508
31049200,gum,3748,5508
15014100,third,4624,5508
11058700,camp two,5088,5508
31018100,joy,7651,5508
18070900,unnamed,5993,5513
31051800,canoe,6563,5513
86028000,pickeral,7173,5513
60022500,unnamed,8122,5513
11055700,unnamed,2523,5517
1031300,unnamed,6338,5517
29052400,unnamed,7278,5517
16072000,rattle,1911,5520
49006900,long,6916,5521
69026600,island,7378,5521
31075200,pickerel,5027,5523
27106800,ancel's glen,2156,5524
49010000,unnamed,8716,5524
16026400,vance,1117,5526
30005900,seventeen,5006,5526
4016100,des moines,3244,5528
4032700,barr,8292,5528
56104100,unnamed,6267,5530
69075100,bluebird,7085,5530
18056500,bullhead,2598,5532
56099100,unnamed,4905,5532
58007100,close,4974,5532
27005700,meadow,584,5535
4021000,unnamed,4969,5535
3004500,little dinner,5694,5535
56106700,unnamed,7009,5538
86005200,unnamed,7098,5538
11026600,squeedunk,8372,5538
16064700,big snow,2963,5541
69010300,parley,6226,5541
3006200,island,6495,5541
38051900,muzzle,7138,5541
69035300,nahimana,7447,5541
29024400,coal,2475,5546
3061000,unnamed,4942,5546
58003400,delong,8034,5546
56086700,alice,4083,5549
79000600,mccarthy,6090,5549
11043000,rat,6984,5549
3037300,cottage,7249,5549
1013300,olson,1523,5553
31098700,unnamed,3541,5553
21002000,stowe,6590,5553
11024700,corset,1783,5556
18071200,unnamed,4790,5556
56049000,round,5521,5556
86024800,unnamed,5551,5556
16022300,lux,3782,5560
56065700,unnamed,4644,5561
21008800,unnamed,5526,5561
56085100,unnamed,7840,5561
56147500,unnamed,3050,5564
11080900,current,3580,5564
3105400,unnamed,4192,5566
69036500,unnamed,5910,5566
69026700,comet,5919,5566
18007500,little hamlet,3198,5569
14021400,chicken drop marsh,6217,5570
56046300,john,6219,5570
4001800,ellis,6522,5570
31057300,salter pond,6577,5570
11081300,unnamed,6650,5570
60007000,unnamed,6972,5570
62003700,gem,2711,5576
16016400,bath,1467,5577
31014900,unnamed,3757,5577
60031000,unnamed,4553,5577
69093100,luna,7964,5577
9003300,sofie,8041,5577
31086700,simpson,8942,5577
18027600,dewdrop,3275,5583
70025300,shakopee memorial pond,4008,5583
4022500,unnamed,5306,5583
31055000,hennessey,5451,5583
31084400,bay,6648,5583
60012600,unnamed,7769,5583
69036700,yabut,4221,5589
38016200,gift,4289,5589
69078200,dean,5571,5589
85000300,mud,5927,5589
3109000,unnamed,7485,5589
18027900,little beaver,2783,5594
38058200,holiday,1102,5595
38016300,link,4219,5595
4025600,dickens,8436,5597
1032700,little logan,1591,5598
13007600,jonason,2681,5598
46001100,unnamed,1988,5600
3012800,unnamed,5801,5600
16047400,missouri,3251,5602
18056700,unnamed,5587,5602
56033400,jerry bacon,5938,5602
86047900,unnamed,6561,5602
31017000,lost,6712,5602
56071000,schmidt,7579,5602
1022100,unnamed,1210,5608
16063100,gulf,2888,5608
58007900,turtle,3923,5608
10002800,aue,6921,5611
11036500,south twin,8445,5611
31050400,unnamed,2275,5613
38024700,twenty three,3038,5613
19007600,mcdonough,2700,5615
11012200,unnamed,4257,5615
38023400,unnamed,6083,5615
73005600,unnamed,6366,5615
11043200,upper island,6551,5615
38030100,south hope,3254,5620
38090300,unnamed,7152,5620
3040300,leitheiser,8851,5620
69086000,balkan,2778,5623
16071800,west fern,2029,5624
18025500,unnamed,2619,5624
1015300,laurel,1142,5626
11023800,unnamed,2196,5626
31028800,unnamed,3890,5626
56148800,unnamed,4277,5626
3017900,unnamed,4621,5626
82012300,bass,5868,5626
11056400,willard,6399,5626
1010100,long,3481,5633
18046200,gibson,8659,5633
1004100,twin,802,5635
18009200,unnamed,6002,5635
31017600,rum,6904,5635
38070000,cortes,7213,5635
16000300,teal,390,5639
4031300,pine island,1818,5639
16005200,benson,2379,5639
69001500,joker,2698,5639
62001400,unnamed,3074,5639
11056600,cranberry,5143,5639
73031800,unnamed,6296,5639
56003600,north lemmerhirt,6794,5639
3049400,droff,7353,5639
3014700,sucker,7617,5639
56098900,unnamed,4769,5649
73007200,rossier,5106,5649
38073700,beaver hut,2701,5651
56048000,leon,4245,5651
18066400,unnamed,2570,5653
4035900,little rabideau,5261,5653
26007000,unnamed,1589,5655
69078100,kinney,4900,5655
9001500,ellstrom,3445,5657
73024400,ellering,4857,5657
73002800,unnamed,5657,5657
31099500,fish hatchery,1023,5660
15018400,unnamed,2307,5661
15011300,schantzen,5525,5661
38071900,uranus,5829,5661
31052500,unnamed,3800,5664
21009100,unnamed,4432,5664
69030500,meat,2230,5666
11043400,bass,8633,5667
6000500,unnamed,485,5668
56104700,unnamed,3683,5668
77000200,schreiers,4762,5668
4007100,unnamed,5285,5668
31093200,south upper twin,8035,5668
29050600,unnamed,1793,5673
29022900,unnamed,2246,5673
61008800,unnamed,4324,5673
69043100,cedar,7861,5673
16057700,bologna,5775,5677
80000500,hazel,3998,5678
21035100,unnamed,4643,5678
4002100,baumgartner,4918,5678
31014000,harrison,7056,5678
82009900,clear,2594,5682
31064300,doctor,4463,5682
3025700,stilke,5409,5682
11049600,camp,5442,5682
3021100,unnamed,6174,5682
69004200,mud,5140,5687
18005600,unnamed,6853,5687
31037900,arbo,7398,5687
38052500,harbor,1598,5690
27087000,louise,2691,5690
3108900,unnamed,5914,5690
34032300,unnamed,2248,5693
15014700,willborg,2513,5694
75006300,unnamed,4647,5694
38012100,horsefish,5826,5694
4000200,bullhead,1338,5697
31006600,unnamed,5543,5698
56069700,high island,8144,5698
56103800,unnamed,6430,5700
86014100,unnamed,6642,5700
31016300,unnamed,6756,5700
3070000,unnamed,6847,5700
38079300,circle,8124,5700
31061100,dead horse,2274,5705
4031400,crooked,3971,5705
31080800,little round,7053,5705
56080700,unnamed,8151,5705
82013700,fish,3498,5709
86040000,unnamed,7084,5709
69041100,washusk #3,4821,5711
56043600,unnamed,5513,5711
11036400,north twin,5853,5711
11032900,dead horse,6740,5711
1011800,raspberry,1192,5715
69020700,bibon,4818,5715
16049700,ranger,4370,5717
38061500,unnamed,5921,5718
11005200,bear,8042,5718
19004200,marcott,1907,5720
2013100,bear,5095,5720
16056700,auk,5782,5720
31081100,park,7674,5720
21013700,unnamed,7847,5720
16081000,hop,3493,5725
11015800,unnamed,3528,5725
15011200,andrews,4552,5725
15016000,talge,6182,5725
16032000,allen,5651,5729
4005800,carla,8433,5729
49010700,unnamed,9058,5729
18072400,unnamed,4462,5732
31006100,unnamed,4675,5733
18019400,little pickerel,7420,5733
56064700,unnamed,8056,5733
16011800,ruby,3343,5736
38050700,abinodji,4278,5736
4023200,unnamed,4751,5736
2007900,unnamed,5677,5736
11045600,sleepy island,6581,5736
82013400,lost,602,5741
61014300,unnamed,676,5741
31050500,unnamed,4844,5741
1020300,unnamed,6457,5741
15011900,luethi,3202,5745
1010300,whispering,3813,5745
18001300,unnamed,3939,5745
31118900,unnamed,3962,5745
69001200,boyer,4672,5745
4012700,unnamed,8311,5750
11030900,mud,3517,5751
31038000,unnamed,4090,5751
16012900,unnamed,5022,5751
38051200,adventure,5707,5751
31000800,unnamed,7112,5751
56020600,round,7500,5751
38079100,thirty three,1865,5757
61003800,unnamed,3993,5757
26005200,unnamed,1069,5759
18071000,unnamed,3024,5759
16044000,jay,3279,5761
11029400,pollywog,6354,5761
13004900,unnamed,5753,5763
33002600,snowshoe,1299,5764
26001500,unnamed,4032,5764
38079000,bright,4354,5764
38060200,discovery,7255,5764
11085800,elbow,1540,5768
38009500,boze,3655,5768
58003300,maheu,4625,5768
38039900,explorer,5279,5768
38031300,tomahawk,1230,5772
26030800,schmall marsh,2025,5772
11086000,deadman,3578,5772
56093200,unnamed,3793,5772
31081000,spur,6330,5772
16055400,thelma,2664,5777
29029000,unnamed,5610,5777
29027400,wabisish,4151,5779
86014500,unnamed,7990,5779
33004200,unnamed,1678,5781
31076300,crippled deer,5759,5781
86010900,fadden,6650,5781
38071200,glacier pond,7424,5781
73004800,swamp,8381,5781
38011100,travois,1714,5786
11010800,unnamed,4055,5786
10021600,mcknight,4074,5788
61000300,round,4367,5788
16016900,rum,1146,5790
19004700,hornbean,4009,5790
3063600,engebretson,6640,5790
56013300,unnamed,7989,5790
31109700,unnamed,2676,5794
69047400,south,2730,5794
31090200,farley,7018,5794
3048000,bass,4692,5797
18060300,unnamed,6032,5797
16015800,olson,1614,5799
31120100,unnamed,7000,5799
58004500,wilbur,894,5801
77002800,coon,5286,5801
31033600,unnamed,7867,5801
11071900,unnamed,8485,5801
18027700,pecks puddle,3928,5805
69011900,first,4105,5805
2076300,pleasure creek pond,5307,5805
29012600,gillett,8127,5805
31059800,big horn,6767,5809
26039900,unnamed,1078,5810
82014100,unnamed,2891,5811
11019100,haugen,3668,5811
82016500,unnamed,3504,5813
73016400,unnamed,7644,5813
56053900,unnamed,7687,5813
31011800,unnamed,3841,5816
16067900,bug,5565,5816
21049100,unnamed,6104,5816
3016800,unnamed,6404,5819
14010600,hotsie,8422,5819
49012000,unnamed,4972,5821
4021200,steinbrook,5118,5821
31067900,little smith,5584,5821
16022500,misquah,1657,5824
38032200,fisher,4381,5824
18060600,unnamed,6861,5824
21028600,unnamed,7924,5824
